,open,high,low,close,volume,datetime
0,0.1300225,0.1300225,0.12444215,0.12444215,175302400,473493600000
1,0.126674275,0.1300225,0.126674275,0.126674275,166611200,473580000000
2,0.126674275,0.12723215,0.125,0.126674275,137267200,473666400000
3,0.126674275,0.12723215,0.126116075,0.126116075,170912000,473925600000
4,0.126116075,0.12723215,0.125,0.125,141120000,474012000000
5,0.128348225,0.1300225,0.128348225,0.128348225,166723200,474098400000
6,0.133928575,0.134486775,0.133928575,0.133928575,277065600,474184800000
7,0.133928575,0.13504465,0.131696425,0.1328125,205049600,474271200000
8,0.136718925,0.137835,0.136718925,0.136718925,270435200,474530400000
9,0.136718925,0.138951075,0.133928575,0.133928575,264969600,474616800000
10,0.13504465,0.137276775,0.13504465,0.13504465,189884800,474703200000
11,0.13504465,0.137276775,0.125558225,0.125558225,547523200,474789600000
12,0.125558225,0.13058035,0.125,0.12779035,352665600,474876000000
13,0.13058035,0.131696425,0.13058035,0.13058035,325427200,475135200000
14,0.134486775,0.13504465,0.134486775,0.134486775,424838400,475221600000
15,0.134486775,0.13504465,0.13225465,0.13225465,430505600,475308000000
16,0.13225465,0.13225465,0.129464275,0.129464275,397062400,475394400000
17,0.129464275,0.13225465,0.126674275,0.13225465,318460800,475480800000
18,0.13504465,0.136718925,0.13504465,0.13504465,412182400,475740000000
19,0.13504465,0.136160725,0.133370725,0.133370725,223731200,475826400000
20,0.133370725,0.136160725,0.133370725,0.133370725,492441600,475912800000
21,0.133370725,0.133928575,0.129464275,0.129464275,276236800,475999200000
22,0.129464275,0.1300225,0.126674275,0.12779035,137737600,476085600000
23,0.13058035,0.131138575,0.13058035,0.13058035,218019200,476344800000
24,0.131696425,0.133928575,0.131696425,0.131696425,190041600,476431200000
25,0.133928575,0.133928575,0.133928575,0.133928575,194432000,476517600000
26,0.133928575,0.13560285,0.133370725,0.133370725,245481600,476604000000
27,0.133370725,0.133928575,0.131696425,0.133370725,132025600,476690400000
28,0.136160725,0.137276775,0.136160725,0.136160725,346953600,476949600000
29,0.136160725,0.136718925,0.1328125,0.1328125,226508800,477036000000
30,0.1328125,0.1328125,0.126674275,0.126674275,527027200,477122400000
31,0.126674275,0.12779035,0.123326075,0.123326075,426832000,477208800000
32,0.123326075,0.125558225,0.12221,0.125,173622400,477295200000
33,0.12444215,0.12444215,0.123326075,0.123326075,149833600,477640800000
34,0.123326075,0.123883925,0.117745725,0.117745725,219968000,477727200000
35,0.11997785,0.120535725,0.11997785,0.11997785,308224000,477813600000
36,0.11997785,0.12444215,0.11997785,0.123326075,226531200,477900000000
37,0.123326075,0.123883925,0.121651775,0.121651775,98537600,478159200000
38,0.121651775,0.12221,0.11941965,0.11941965,188966400,478245600000
39,0.11941965,0.11941965,0.11216535,0.11216535,403580800,478332000000
40,0.11216535,0.11216535,0.110491075,0.110491075,319065600,478418400000
41,0.110491075,0.111049275,0.10714285,0.111049275,247430400,478504800000
42,0.112723225,0.116071425,0.112723225,0.112723225,153104000,478764000000
43,0.115513575,0.115513575,0.115513575,0.115513575,130771200,478850400000
44,0.115513575,0.115513575,0.109933225,0.109933225,193603200,478936800000
45,0.109933225,0.110491075,0.0987725,0.0987725,733980800,479023200000
46,0.0987725,0.0987725,0.092633925,0.09598215,473558400,479109600000
47,0.09933035,0.099888575,0.09933035,0.09933035,286003200,479368800000
48,0.102678575,0.10379465,0.102678575,0.102678575,219430400,479455200000
49,0.102678575,0.102678575,0.097098225,0.097098225,251126400,479541600000
50,0.097098225,0.097656425,0.097098225,0.097098225,241606400,479628000000
51,0.097098225,0.103236775,0.09654035,0.10100465,181417600,479714400000
52,0.102120725,0.103236775,0.102120725,0.102120725,124768000,479973600000
53,0.102120725,0.103236775,0.098214275,0.098214275,171449600,480060000000
54,0.09933035,0.10100465,0.09933035,0.09933035,404969600,480146400000
55,0.10100465,0.102678575,0.10100465,0.10100465,162467200,480232800000
56,0.10100465,0.102678575,0.09933035,0.09933035,80371200,480319200000
57,0.09933035,0.09933035,0.09654035,0.09654035,109961600,480578400000
58,0.100446425,0.100446425,0.100446425,0.100446425,121430400,480664800000
59,0.100446425,0.1015625,0.097656425,0.097656425,111350400,480751200000
60,0.097656425,0.09933035,0.097656425,0.097656425,129606400,480837600000
61,0.097656425,0.09933035,0.097656425,0.0987725,87180800,480924000000
62,0.0987725,0.10100465,0.09654035,0.09654035,114060800,481183200000
63,0.09654035,0.097098225,0.09375,0.09375,227427200,481269600000
64,0.09375,0.094308225,0.09375,0.09375,242659200,481356000000
65,0.09375,0.094308225,0.092076075,0.09319215,161862400,481442400000
66,0.09319215,0.09375,0.087611775,0.087611775,198732800,481788000000
67,0.087611775,0.08816965,0.087611775,0.087611775,263894400,481874400000
68,0.09375,0.094866075,0.09375,0.09375,226912000,481960800000
69,0.095424275,0.098214275,0.095424275,0.095424275,146675200,482047200000
70,0.095424275,0.095424275,0.092633925,0.09319215,72531200,482133600000
71,0.095424275,0.09654035,0.095424275,0.095424275,59830400,482392800000
