symbol,yesterday_volume,volume_3_days,volume_5_days,volume_15_days,volume_30_days
FEP,129842.0,68396.66666666667,98249.0,63611.2,58416.5
SPCX,29698.0,22368.0,16471.6,28362.266666666666,26249.0
BTCM,393439.0,415379.0,453173.6,501930.8,709206.6666666666
HT-B.CL,9525.0,25958.0,16698.2,64001.6,56185.10526315789
IMCG,93126.0,221256.33333333334,222976.4,104119.73333333334,75471.5
DZZ,39.0,2343.6666666666665,2481.8,7813.466666666666,7560.066666666667
AXS-E,29879.0,33933.666666666664,48820.0,41742.2,39325.96666666667
OMX,12857607.0,5921167.666666667,4084740.4,2430191.2666666666,2284718.566666667
CTEST.O,39700.0,38266.666666666664,38060.0,29040.0,29040.0
DADA,1368551.0,1741656.3333333333,2265950.0,1331090.7333333334,1091617.4666666666
AIIQ,161.0,5601.0,3952.8,1938.6,2366.733333333333
TLYS,642046.0,890695.6666666666,710542.0,441954.73333333334,351581.6666666667
PPA,14468.0,19247.0,20475.2,21663.066666666666,21110.666666666668
ASGN,171797.0,198870.0,229857.4,212433.73333333334,232750.76666666666
BST,181645.0,238226.66666666666,234788.6,206131.13333333333,156652.76666666666
TPB,140909.0,193138.66666666666,252740.2,208075.6,294502.7
HST,8254503.0,8841380.333333334,12082319.2,9517826.733333332,7851380.066666666
JMGw,407355.0,149889.33333333334,94231.0,69931.71428571429,69931.71428571429
CTSO,210035.0,182888.66666666666,196940.6,240866.0,222990.26666666666
TCTL,1027.0,992.0,1195.2,772.4666666666667,1005.8666666666667
XLE,31969547.0,40093856.333333336,42268642.4,34725119.86666667,29712603.733333334
PINS,11488793.0,11603789.333333334,12154341.0,10262348.133333333,12753974.833333334
MNSO,567949.0,781706.6666666666,608342.8,647894.4,495737.36666666664
LCTX,1002286.0,1102057.6666666667,1327833.6,997106.0,786308.2333333333
ONTO,288882.0,340038.0,437037.2,311764.6,298174.8333333333
FSI,60366.0,41722.0,33460.6,30520.533333333333,27797.933333333334
OALC,52123.0,22593.666666666668,60250.8,171127.85714285713,171127.85714285713
TRVG,1140468.0,970135.0,990971.0,1025779.6666666666,1217002.2
CHSCO,11173.0,11462.666666666666,19143.8,14407.133333333333,15650.966666666667
RSVR,68287.0,208473.0,179172.0,113336.86666666667,120242.16666666667
BE,2419955.0,3014097.0,3033370.4,3020228.6,4856820.033333333
EQR,1081590.0,1500154.6666666667,2109519.4,1562892.6666666667,1437736.7666666666
RSLS,332329.0,357709.3333333333,390136.6,494671.6,521469.2
SENS,9675442.0,12028560.0,13444739.6,9469511.866666667,9638862.1
ZTEST,0.0,0.0,0.0,0.0,0.0
AKICU,236.0,445.3333333333333,1558.8,3396.3333333333335,3469.266666666667
LMST,2112.0,1924.0,6699.4,3531.0666666666666,4068.4333333333334
AFGE.CL,15351.0,11370.666666666666,12345.8,19840.8,18993.0
AZBL,2575.0,1601.0,1375.2,1090.6,1318.0333333333333
LFVN,38684.0,51281.333333333336,49127.2,56227.73333333333,52278.066666666666
GGZ-A,2056.0,1085.3333333333333,1227.8,1483.8666666666666,2903.4666666666667
WILC,3137.0,3217.0,12466.6,5780.0,9190.766666666666
CYBE,29318.0,26328.0,27726.6,30347.0,38475.63333333333
VERA,43045.0,40058.666666666664,48233.8,49495.8,40749.433333333334
AMPE,1228242.0,1098032.0,1123854.0,1153172.0,1033356.9666666667
JPM-K,173533.0,128308.33333333333,146570.2,96787.2,86555.7
GLSI,35616.0,44216.666666666664,35167.6,26371.533333333333,23597.733333333334
MOVE,66090.0,68623.33333333333,63903.4,68778.86666666667,58992.066666666666
FLAG+,1675.0,31581.333333333332,62801.8,53412.46666666667,70971.82608695653
MTUL,5000.0,1700.6666666666667,1031.6,2070.9333333333334,1372.8666666666666
TRCA,401.0,1867.3333333333333,17385.2,23800.6,22735.266666666666
IDHQ,20073.0,15184.0,12424.2,10724.933333333332,8860.533333333333
FRPH,8624.0,14857.333333333334,16959.0,11048.533333333333,8682.766666666666
BF.A,40420.0,39209.666666666664,43107.4,37581.46666666667,32153.433333333334
LCAAW,2530.0,1504.3333333333333,2990.6,10119.066666666668,17092.833333333332
NFH+,623.0,2641.0,61914.6,36260.46666666667,40150.86666666667
GCACW,4460.0,9939.0,30804.6,19486.2,17266.8
SHIPW,33965.0,96151.33333333333,88232.6,165902.8,313537.4
IMOM,7606.0,9811.333333333334,9297.6,5362.133333333333,4490.5
FLAC,310357.0,104359.0,117231.6,65059.13333333333,34479.666666666664
RIGZ,55041.0,40598.666666666664,35851.4,24669.666666666668,24164.7
TACA+,32604.0,56685.333333333336,38660.6,28703.733333333334,30185.3
FMNY,750.0,1816.0,3913.6,2250.0666666666666,3746.1
TX,870467.0,790485.6666666666,861342.6,797943.5333333333,976328.6666666666
DRW,5530.0,6465.666666666667,6234.8,8668.866666666667,7512.566666666667
NRBO,104846.0,147613.33333333334,170498.2,201680.0,266635.6666666667
ZVIA,254239.0,286466.6666666667,365311.2,356165.13333333336,351128.9
CWCO,56823.0,58946.666666666664,72438.4,53813.666666666664,52033.46666666667
VATE,153907.0,223771.66666666666,248527.2,205655.53333333333,220806.86666666667
SMBC,18320.0,18245.666666666668,25061.4,22835.133333333335,26763.0
QPX,15793.0,45605.333333333336,36642.0,24310.266666666666,20549.833333333332
YETI,906326.0,1085955.0,1130757.6,892394.1333333333,886222.9333333333
BRBR,628300.0,647248.6666666666,701788.4,708927.7333333333,553258.8666666667
NFTZ,145449.0,140788.0,140788.0,140788.0,140788.0
CO,59368.0,49385.0,49349.6,99476.8,79989.13333333333
XRMI,21409.0,16419.333333333332,14673.8,13823.733333333334,11205.9
EGGF+,30603.0,12267.666666666666,23859.2,20865.666666666668,36291.066666666666
ELS-C.CL,8000.0,6892.333333333333,131997.4,104965.5,104965.5
COLI,10504.0,42416.0,41301.8,27251.733333333334,19689.133333333335
YOU,581303.0,639124.3333333334,708049.8,565214.2,453197.4
PEB-B.CL,3295.0,22778.666666666668,39929.8,27130.733333333334,24944.95238095238
AMPI+,2000.0,2177.0,19941.0,10658.333333333334,9376.266666666666
PFIX,88942.0,60475.666666666664,67226.2,86363.66666666667,83802.3
RZG,20960.0,8076.333333333333,6824.6,3763.6666666666665,3006.6
FIS,6515502.0,4783716.333333333,5189497.0,4387468.666666667,5025992.666666667
IMMP,210553.0,274046.3333333333,271366.0,261592.66666666666,479018.6
TIOAU,1160012.0,387494.3333333333,232739.2,82475.53333333334,71224.5
FRI,43528.0,51203.333333333336,170925.0,93504.4,70688.26666666666
DBRG-I,11193.0,16107.0,34297.8,37247.46666666667,47388.166666666664
SMB,66480.0,61452.333333333336,70897.2,75419.93333333333,76230.73333333334
BHFAN,32777.0,54419.333333333336,58790.8,71403.93333333333,58272.8
LYFT,7735011.0,8719377.333333334,8899583.0,6628280.666666667,7009594.4
NEON,126456.0,79613.0,63229.4,94988.66666666667,101006.93333333333
XKFS,2628.0,2177.6666666666665,2352.8,10850.466666666667,6705.866666666667
FMQQ,21503.0,10468.666666666666,9162.8,8986.333333333334,8607.833333333334
TEX,511527.0,561960.0,655078.8,514670.86666666664,601527.0333333333
DEI,957394.0,1004299.6666666666,1082121.8,814687.8666666667,822545.5333333333
EMQQ,361396.0,408110.3333333333,353733.8,256429.0,213546.3
WDNA,6632.0,5337.666666666667,5219.4,4587.466666666666,2862.266666666667
KULR,2161291.0,1492127.3333333333,2157336.6,1808179.0,2433602.7333333334
FHI,561063.0,591155.6666666666,782330.2,600271.9333333333,542604.5
PG.WD,8499.0,5036.666666666667,3182.0,3182.0,3182.0
MUE,25095.0,24637.666666666668,24964.4,24391.066666666666,35970.53333333333
BNE,2286.0,1018.3333333333334,1153.8,875.2666666666667,1402.9
SOHOO,2030.0,4850.333333333333,8087.6,4191.133333333333,4125.4
FCPT,361761.0,577845.0,532906.0,444764.6,421668.5
BORN,798217.0,504191.0,481957.6,254110.6,146598.8
ENVX,1476037.0,1356836.0,1370256.4,1088238.3333333333,1086387.4
ROIV,1361602.0,1063241.3333333333,2076198.2,991888.6666666666,749879.9
SAFM,266496.0,242607.66666666666,205220.2,187900.13333333333,166002.56666666668
PCG-A,3329.0,1818.0,2993.6,4269.6,3244.3
AIA,74108.0,68251.0,72847.2,69655.06666666667,60088.3
IPGP,317058.0,299841.0,364664.0,285704.73333333334,319800.2
EURL,18386.0,29180.333333333332,33435.4,32119.0,27268.9
OVT,3781.0,4823.666666666667,4171.2,3046.733333333333,4990.666666666667
DPCSU,7736.0,26067.0,18212.0,69642.53333333334,960629.3125
HCAT,779743.0,666795.3333333334,556434.0,496094.73333333334,449075.8
MGRC,150866.0,91364.33333333333,113872.4,81635.93333333333,84474.93333333333
LFG,1075409.0,929303.3333333334,725375.6,737663.2,689373.8666666667
CYCN,265293.0,286805.0,424091.2,609614.4666666667,433430.76666666666
CUE,539201.0,451319.3333333333,441073.8,442616.4666666667,343308.26666666666
SNDA,39212.0,33790.333333333336,38007.0,28121.133333333335,18809.833333333332
HYAC,8620.0,75541.66666666667,48995.2,155422.8,81287.16666666667
GAA,2062.0,3816.6666666666665,7125.0,4431.866666666667,3219.366666666667
OPHC,10563.0,23656.0,24412.2,26451.0,29925.266666666666
COUP,3342552.0,2715805.3333333335,2318919.4,1584315.2,1352804.5333333334
DGICA,26651.0,27556.666666666668,43486.0,41410.46666666667,37163.9
NCLH,37254893.0,36307464.666666664,38608265.4,31227067.2,22359707.266666666
ANEB,1411.0,23710.666666666668,18365.0,7990.4,6572.3
PRSPw,1086317.0,919545.0,798329.2,798329.2,798329.2
SVT,1895.0,1876.3333333333333,2475.6,3091.9333333333334,2312.1666666666665
JKE,25039.0,19149.0,16576.2,20528.066666666666,20063.966666666667
JPEM,5788.0,9333.333333333334,9334.4,26593.6,21384.233333333334
CPZ,30976.0,74114.33333333333,81583.0,64535.666666666664,56044.36666666667
LDUR,72395.0,71870.0,70251.0,72645.8,68632.33333333333
AILV,404.0,5783.333333333333,5783.333333333333,5783.333333333333,5783.333333333333
LPSN,1912171.0,1636669.3333333333,1443612.4,1011183.0,1005111.3
ALCO,48464.0,38388.0,43499.6,35472.333333333336,35187.3
BFS,34453.0,32846.333333333336,36820.2,32738.266666666666,29846.033333333333
FICO,575730.0,512461.0,526990.2,425274.2,373927.9666666667
HRB,2645797.0,2388254.0,2217685.6,1683728.2666666666,1921612.3333333333
NKG,6228.0,19654.666666666668,15586.8,10882.666666666666,10125.466666666667
MBSD,12153.0,9045.333333333334,16258.0,44397.933333333334,25712.933333333334
SRGA,1258159.0,1580435.3333333333,2279817.6,2656212.7333333334,2589517.6666666665
NVNOW,26295.0,24883.666666666668,15457.2,9120.266666666666,6881.433333333333
HBANM,1486.0,3362.0,7719.0,4830.066666666667,7147.3
OSBC,314002.0,173120.33333333334,175462.8,104258.73333333334,106094.86666666667
FSMB,11981.0,31480.333333333332,43981.0,90197.66666666667,68847.23333333334
PVI,751.0,831.3333333333334,2864.8,5196.466666666666,4175.166666666667
CNXN,32922.0,37120.333333333336,50994.4,62389.066666666666,60637.833333333336
ALO,754509.0,651256.0,586499.8,398015.86666666664,304163.06666666665
GRID,61695.0,89778.66666666667,92044.8,83599.26666666666,95282.06666666667
ANAC,201250.0,72569.0,64814.8,42186.73333333333,41966.03333333333
NCNO,2168778.0,2827380.3333333335,2126385.0,1255043.7333333334,831722.5666666667
UZD,19575.0,19142.666666666668,41514.4,34420.46666666667,32155.9
ISDR,2652.0,4382.666666666667,5924.0,18767.333333333332,15115.3
TMDX,154606.0,201405.33333333334,258823.0,261726.6,233805.36666666667
ASC,193162.0,176050.66666666666,242850.8,208153.93333333332,171957.3
GWRS,13285.0,13960.666666666666,21215.0,22665.133333333335,24045.166666666668
JJS,466.0,15390.0,9703.2,3962.5333333333333,2228.366666666667
COMSW,20292.0,12949.333333333334,10375.0,25456.666666666668,36223.4
UJB,50.0,1389.0,1052.6,27755.8,25589.433333333334
BKEM,1514.0,1452.3333333333333,1178.8,775.4,1801.0
DXGE,1158.0,893.3333333333334,686.8,1502.8,1250.2666666666667
WFC-L,5945.0,4676.666666666667,4565.4,3386.133333333333,4780.766666666666
ITCB,33947.0,20843.333333333332,24643.4,36574.333333333336,27881.6
AIRG,46673.0,58244.333333333336,59640.4,73031.13333333333,68387.93333333333
GGRW,1005.0,521.0,320.2,283.3333333333333,199.7
CMLT,106494.0,711992.3333333334,489932.0,241293.0,214093.66666666666
MEACU,400.0,8903.0,5684.0,3775.4666666666667,27955.8
CWAN,403508.0,613233.6666666666,505067.4,343710.5333333333,351282.4
SYFw,4357965.0,4878458.333333333,28042774.6,17503626.8,17503626.8
GOBI,131.0,3667.3333333333335,2313.8,3486.6,2898.7
IVE,856659.0,765491.0,743839.4,563122.9333333333,462989.3333333333
PEI,362668.0,519903.3333333333,594506.4,851432.2,769705.0666666667
IMPL,204574.0,219107.66666666666,247596.4,242619.8,224229.5
BOIL,5556142.0,3882925.3333333335,4049451.8,2692928.933333333,2394803.5
NBHC,173180.0,174698.0,192032.8,141826.73333333334,135852.7
LIVN,413136.0,454469.0,469792.2,475205.3333333333,468526.73333333334
TIPT,101987.0,185125.0,163167.4,120976.86666666667,145962.16666666666
AL-A,10032.0,7518.0,16269.0,11369.6,11649.4
CS,5720926.0,5858871.666666667,6638109.8,5156506.733333333,4969323.433333334
TDSC,81920.0,134512.33333333334,125123.0,160971.26666666666,134081.6
AVRO,367676.0,392694.6666666667,564805.8,520307.5333333333,393887.3333333333
EGHT,2354012.0,2450449.6666666665,2764620.8,1656912.6,1300245.0666666667
SLAMU,7235.0,4158.333333333333,5751.8,2651.2,13579.666666666666
EFAV,860369.0,942923.3333333334,1069242.2,747049.0666666667,611738.4666666667
SPCB,311361.0,389856.3333333333,331745.4,394814.8,1299680.7333333334
ALEX,242842.0,255466.66666666666,341196.6,310777.13333333336,284210.3333333333
KALL,2454.0,2809.0,2629.6,1563.6,1188.6666666666667
YOLO,100728.0,127896.0,144584.0,166531.2,156962.93333333332
UA.Cw,5917.0,2777.6666666666665,1876.6,1726.0,1726.0
FLQG,0.0,270.6666666666667,272.6,317.46666666666664,216.56666666666666
DWAC,6728266.0,8566855.333333334,6969135.2,4541013.866666666,11573684.033333333
OZKAP,158456.0,119986.0,423714.6,266581.5333333333,438408.57692307694
MT,4478800.0,4616016.333333333,5595838.2,4693269.866666666,4218334.333333333
MITT-B,8966.0,16985.666666666668,111648.2,53652.933333333334,33518.066666666666
QQEW,19367.0,31898.666666666668,39442.8,47659.26666666667,48218.2
PFXF,104646.0,123167.33333333333,158564.6,150578.26666666666,153691.93333333332
SCOA,21923.0,71734.33333333333,66498.6,137016.6,145583.23333333334
LVOXW,10421.0,6830.666666666667,6751.2,19648.6,20835.833333333332
DBDRU,155.0,775.0,4387.0,8150.866666666667,4817.8
SOJE,39100.0,41343.333333333336,53997.6,67851.13333333333,82515.5
MHD,93535.0,119617.0,123589.4,83713.8,89609.73333333334
SHEN,251002.0,236280.66666666666,242402.2,225054.6,214845.76666666666
IDHD,383.0,1149.6666666666667,936.4,1728.2666666666667,2184.733333333333
GTEC,270425.0,349212.3333333333,608733.0,14955270.0,7506286.966666667
MIDE,54.0,23.666666666666668,65.8,237.2,240.63333333333333
PNNT,241951.0,222157.66666666666,234123.0,266809.93333333335,249334.86666666667
QLGN,3703908.0,4395765.0,6900860.8,28392360.2,14287689.833333334
IIN,12833.0,32962.666666666664,28283.8,47456.4,38215.1
GLYC,584684.0,471943.0,469703.4,374390.86666666664,388310.76666666666
AUPH,3073629.0,7526143.333333333,5749132.8,6007190.4,5872380.433333334
EMP,5437.0,5492.666666666667,18967.2,24549.533333333333,20513.8
MBNKP,786.0,528.3333333333334,1696.4,2290.266666666667,1732.2333333333333
VALE,47056984.0,45290764.0,41727034.2,36234376.4,39359185.5
RNA,272302.0,347550.6666666667,335558.8,300967.3333333333,229972.8
MBAC,87325.0,62386.0,51872.4,36947.666666666664,50169.4
BIOC,281941.0,280502.3333333333,457346.8,339002.26666666666,253488.43333333332
ASPCW,30266.0,76089.33333333333,129159.2,223661.93333333332,113646.73333333334
NMT,5004.0,4397.666666666667,8210.0,8623.0,7491.0
TMPMW,47955.0,27446.0,35125.0,26830.333333333332,21262.933333333334
GRABW,270653.0,349294.6666666667,349294.6666666667,349294.6666666667,349294.6666666667
MUDS,83565.0,105646.33333333333,140633.6,105467.86666666667,106964.8
REVG,195672.0,175152.66666666666,264064.8,192495.2,239868.16666666666
SAN,4557684.0,5292354.666666667,6251237.2,4669291.133333334,3816532.3333333335
ULTR,6481.0,224055.33333333334,162360.2,70332.0,78496.63333333333
AMZA,84475.0,110053.33333333333,138159.6,114414.73333333334,98843.63333333333
EWK,3093.0,4711.0,20715.4,14439.866666666667,10029.466666666667
PTIX,127579.0,135374.33333333334,184981.0,188417.93333333332,350435.1
FJAN,3678.0,10467.0,10925.0,20771.933333333334,16097.733333333334
WRB-H,6348.0,8235.0,9207.8,10412.6,9521.5
PNFP,501481.0,368501.3333333333,361025.4,294848.93333333335,288302.3
ALTS,374.0,246.33333333333334,1126.4,1165.0,938.9
FOUNU,107709.0,78060.33333333333,73485.4,197532.53333333333,201773.56666666668
GB+,44053.0,29718.666666666668,27673.4,37569.13333333333,68059.9
CASA,427180.0,291911.0,309296.8,325993.4,310444.8
SCX,13264.0,24280.333333333332,28114.4,31951.933333333334,35826.833333333336
ACA,208895.0,232514.66666666666,234979.8,217830.13333333333,203100.73333333334
XRT,3534468.0,3994005.3333333335,4590702.2,4090840.2666666666,3528822.533333333
XMVM,14212.0,16772.333333333332,16056.4,26740.533333333333,24798.4
HLX,1706137.0,1878001.3333333333,2231228.6,1821922.4666666666,1479970.9666666666
BSGM,355109.0,232182.66666666666,220597.4,347525.5333333333,337173.5
QYLG,40776.0,30037.333333333332,31007.0,30118.2,29008.033333333333
SLGCW,213475.0,71974.0,44003.8,38659.6,51804.066666666666
TEKK,158538.0,59745.333333333336,79877.4,60073.2,34858.03333333333
GSEV,25954.0,50811.333333333336,122187.2,218956.26666666666,175975.73333333334
IIPR-A,3776.0,2622.0,1821.0,2124.6666666666665,1589.0666666666666
GHG,80674.0,146227.33333333334,211425.4,177244.8,167905.13333333333
NEXI,57774.0,62919.0,53313.8,49736.4,38823.23333333333
KW,722016.0,531243.0,603885.0,437590.6,413008.13333333336
TMBR,2079826.0,2469700.6666666665,2683284.8,4449026.266666667,5479945.666666667
VCR,100273.0,177199.33333333334,202108.2,247230.0,169882.6
FDM,20711.0,11140.333333333334,9934.2,7875.8,7784.166666666667
CPSH,287023.0,244939.33333333334,208928.6,160526.13333333333,222244.26666666666
IMBIL,22958.0,12189.0,14056.8,15646.6,18871.766666666666
CNM,333575.0,241353.0,422783.2,320202.26666666666,243464.76666666666
WINVU,325019.0,111506.66666666667,66965.6,30131.8,38413.0
DHR-B,1910.0,1814.3333333333333,10030.6,12005.8,14567.5
AEVA+,53354.0,33358.0,31460.4,34224.933333333334,33129.8
OSMT,658264.0,629460.3333333334,505984.6,703394.8,548621.3666666667
INTA,129663.0,124625.66666666667,184025.2,164197.46666666667,137184.2
APN.U,12500.0,65018.0,41111.4,67556.26666666666,821358.5
FVC,6738.0,11772.666666666666,8980.2,6528.466666666666,6364.833333333333
VB,599076.0,772745.0,790262.0,705313.7333333333,595151.1
DIAL,239492.0,195530.0,255217.4,252369.0,272935.6
DBEM,4045.0,8885.333333333334,8803.2,14737.2,13343.533333333333
BTWN,436985.0,557669.0,584139.8,488931.4666666667,624850.5
SSP,360379.0,288327.3333333333,347755.2,328551.73333333334,267962.8
RCLF,542581.0,213252.66666666666,188219.4,145245.73333333334,211290.0
BKLC,19699.0,24686.0,25657.2,19020.333333333332,20943.033333333333
PHGE,58578.0,88367.33333333333,85007.0,80557.13333333333,70602.3
IMTX,167104.0,142894.66666666666,118956.0,128890.46666666666,223807.86666666667
BIS,80707.0,37087.333333333336,28581.6,17265.466666666667,12167.033333333333
RYAN,613896.0,354919.0,594867.6,393594.6,356747.73333333334
DSTL,74087.0,74107.66666666667,75800.8,61573.86666666667,83465.5
GS-I.CL,40270.0,28081.666666666668,57655.6,75520.26666666666,155763.2380952381
MLPA,270109.0,268170.0,270345.8,194227.73333333334,195012.36666666667
COLB,758636.0,880526.6666666666,926185.0,763738.3333333334,651443.7333333333
SNSE,48021.0,61995.0,58451.6,57295.73333333333,57764.86666666667
EHTH,764152.0,1012793.3333333334,950001.0,933427.2,1002572.9333333333
ADILW,7939.0,5470.0,5241.4,5166.133333333333,8938.4
OXSQL,2674.0,1908.6666666666667,1520.4,891.6666666666666,1220.3666666666666
MAPS,1310585.0,1040710.6666666666,1242620.8,1353212.4666666666,1355123.0333333334
ARQT,196849.0,334489.3333333333,313929.4,247580.2,174438.13333333333
YJUN,0.0,481.6666666666667,515.8,2006.3333333333333,6633.466666666666
BLMN,2103732.0,2698608.6666666665,3323592.8,3177613.533333333,3455838.533333333
FORR,47545.0,49648.333333333336,61329.8,83099.4,76877.06666666667
IHAK,245424.0,171069.33333333334,148806.0,107453.86666666667,97426.03333333334
PLBY,1985277.0,2984408.6666666665,2695958.0,2361348.466666667,1526186.0
SVNAU,15441.0,42738.333333333336,27362.6,1223168.2,1223168.2
FNI,15212.0,9028.333333333334,8310.0,6589.666666666667,7736.433333333333
ROSS.U,1163.0,3899.3333333333335,2898.2,6190.466666666666,7726.366666666667
MTA,113343.0,172836.33333333334,174723.6,185617.13333333333,183566.6
LIZI,465996.0,772362.0,895342.2,659142.4,513108.43333333335
IACB.U,59657.0,20215.333333333332,13559.2,7281.333333333333,12800.133333333333
CLVT-A,34763.0,136400.33333333334,119659.2,58525.53333333333,77205.23333333334
SCHN,226507.0,227074.33333333334,246734.6,196177.13333333333,212955.3
ISCB,5031.0,5163.666666666667,7436.4,5037.8,3787.766666666667
LUXA,230419.0,102059.0,98761.6,105456.73333333334,80662.76666666666
VTIQU,1005.0,3429.6666666666665,2680.8,2340.5333333333333,9239.366666666667
AXLA,93802.0,77380.33333333333,84155.0,68585.93333333333,233581.8
SIEB,119545.0,79162.33333333333,73922.4,71328.6,99632.0
VBFC,376.0,597.0,731.4,1078.6666666666667,1411.2666666666667
GBIO,292092.0,276409.6666666667,348281.2,222387.66666666666,196116.56666666668
QQJG,942.0,1491.3333333333333,2170.4,2756.8,2187.3214285714284
NRDY+,99533.0,94663.0,59907.8,28671.266666666666,36246.166666666664
GDRX,1185141.0,1553385.3333333333,1836314.4,1362471.1333333333,1317620.1
SFBC,3122.0,1782.3333333333333,1576.0,1640.0666666666666,3338.3333333333335
CW,201080.0,278264.6666666667,253720.6,189671.6,189281.53333333333
PSY,10093.0,15045.0,16147.0,12274.266666666666,15089.0
QRTEB,390.0,1536.6666666666667,1489.6,2791.4666666666667,6849.4
CUZ,597743.0,605863.3333333334,744476.4,704844.2,656301.9333333333
SPTL,3232306.0,3397092.3333333335,3722938.0,3318353.0,3396688.7333333334
BKSC,1359.0,958.6666666666666,773.8,2031.6,2421.5666666666666
PGZ,9208.0,16702.666666666668,21324.8,19148.466666666667,23292.366666666665
BNNRW,550.0,29544.666666666668,35564.8,45170.46666666667,43007.82608695652
GEN,15800787.0,8466046.666666666,7425847.6,12818938.266666668,9590101.6
MAMB,896.0,2849.3333333333335,2372.0,1963.6666666666667,2397.8333333333335
EBR.B,5157.0,10010.0,18493.2,13537.933333333332,17152.866666666665
FNX,11722.0,18919.333333333332,23021.6,21495.2,26808.066666666666
LDEM,13672.0,10516.666666666666,14424.6,12518.4,8962.066666666668
ACU,13040.0,8602.0,8243.4,7443.2,8080.933333333333
TMAC+,2400.0,4475.0,4263.0,30661.266666666666,22794.666666666668
FBRT,841338.0,442670.3333333333,395716.8,353877.5333333333,302277.76666666666
ACOR,231131.0,168865.0,234727.6,222616.4,188138.53333333333
PGAL,7342.0,5613.666666666667,3775.4,2720.4666666666667,4049.133333333333
LAUR,1191419.0,914078.3333333334,993931.4,918172.7333333333,1223173.1
FNDB,15668.0,15670.0,17562.4,21243.8,17331.3
ACAw,41202.0,21795.5,21795.5,21795.5,21795.5
THTX,187529.0,162157.33333333334,177188.4,131665.8,102685.1
TFSL,150550.0,154221.66666666666,258046.4,188732.2,171062.06666666668
TISI,447909.0,452181.3333333333,552034.0,887650.5333333333,1026772.4666666667
SQZ,73121.0,87374.33333333333,92312.6,68604.73333333334,63366.2
EXN,64202.0,42249.666666666664,40171.8,45659.46666666667,46088.23333333333
AGBA,361.0,2221.3333333333335,1449.0,1766.6,14189.9
KKR,2344522.0,2783346.6666666665,2970527.4,2241340.066666667,3031285.9
BNIXW,46597.0,33034.0,39118.6,37720.8,189070.4814814815
UGIC,1119.0,6543.666666666667,6907.0,23140.8,25624.766666666666
ZDGE,104235.0,121130.66666666667,120909.0,127780.73333333334,153085.83333333334
GRP.U,3316.0,2357.3333333333335,4625.0,3851.4,3056.633333333333
ZT,1845.0,7205.0,7334.0,57902.53333333333,38444.0
MS-I,30050.0,34697.0,73458.6,49447.4,48610.2
APP,3513076.0,11297667.333333334,7353013.2,3633581.2666666666,2878865.6
GPP,17805.0,30712.0,33931.6,36335.2,51080.36666666667
SGMO,1076046.0,1335642.0,1631384.4,1294962.4666666666,1586776.7
CLWT,5738.0,10488.666666666666,30513.4,27219.4,25747.533333333333
FAB,5392.0,5500.333333333333,5853.6,14402.8,20741.933333333334
SKX,1164435.0,1291814.3333333333,1427876.0,1245607.5333333334,1502391.6
TECB,20499.0,19321.0,18057.2,20192.866666666665,21528.733333333334
EPWR.U,980.0,726.6666666666666,1046.8,3045.866666666667,2103.3333333333335
NOVVR,63101.0,31301.333333333332,46025.6,23027.533333333333,46526.26666666667
VIS,660908.0,322862.6666666667,313846.2,262591.13333333336,203531.7
AEL,279846.0,385602.0,480237.8,397263.4,353266.13333333336
EMLP,197831.0,189330.0,207906.0,199603.0,191573.9
AFSI-B,202269.0,104774.66666666667,89517.8,90735.6,51763.76666666667
TFJL,338.0,420.0,1140.0,1158.9333333333334,1296.4
TDSE,27005.0,33062.333333333336,29372.2,42014.6,40210.03333333333
PNBK,5914.0,9839.333333333334,8971.8,50500.26666666667,26652.633333333335
BXRX,803736.0,1161803.3333333333,1195747.0,1437127.4,1467439.8
MUC,78254.0,59963.0,59328.8,60418.46666666667,62095.23333333333
RFEU,448.0,615.6666666666666,939.4,967.7333333333333,1243.9
AGIL,131853.0,69831.33333333333,72128.4,59084.73333333333,82687.53333333334
DBSE,0.0,3.6666666666666665,2.4,8.0,21.166666666666668
NABLw,1302.0,1302.0,1302.0,1302.0,1302.0
DDEZ,8.0,10.666666666666666,21.8,129.06666666666666,100.1
FCRX,5998.0,17077.333333333332,132953.6,66112.6,34054.23333333333
WCG,2063462.0,1339856.3333333333,906923.0,552439.2666666667,450346.06666666665
HUSI-F.CL,222117.0,234094.0,145952.4,230166.0,214649.6
RSPY,284.0,228.0,289.8,1536.0,1051.0333333333333
TRHC,509509.0,448467.3333333333,445923.6,523894.4666666667,652608.7666666667
FOXWW,6252.0,9550.0,7108.0,14236.2,15703.133333333333
HYIN,2516.0,1776.0,1906.6,2705.4,4416.366666666667
FTVIU,153.0,160.33333333333334,385.0,9078.333333333334,6325.2
CDAK,44502.0,47526.0,48422.6,49985.933333333334,46606.76666666667
NBO,21028.0,13386.666666666666,14761.2,9143.333333333334,9794.533333333333
ENTX,131406.0,140062.0,102063.6,75540.6,76010.83333333333
PSA,788101.0,711027.3333333334,849914.2,579986.4,570878.2
YDEC,2297.0,3229.6666666666665,3242.0,4837.4,9459.933333333332
HIG-G,15538.0,23313.333333333332,41274.8,31570.8,24538.666666666668
IBDN,201155.0,211096.0,222621.6,153238.0,149720.93333333332
QQD,5355.0,13718.0,14046.0,9587.466666666667,6985.466666666666
BWX,905555.0,568502.3333333334,499244.8,295871.6666666667,296638.3
